5
3825641
enex
157778590 74038480
175317700 175218700
172586080 172788080
137424650 44804650
147820180 69093220
165251270 128289270
138362850 71706650
159099720 172896920
172896920 159099720
185685700 43632700
171027900 285350950
242273040 85700560
274976350 89345390
242565550 72977950
200178250 68136250
250845600 278732300
225484060 266970720
213224600 54311200
213497300 278732300
209491680 92416340
218821300 79421700
212813560 81895440
209221250 68136250
185630460 75341720
232833240 76436440
244611080 174667300
288102000 87899400
226534260 57803880
251639310 289041310
283294640 338382600
237068000 265481000
244595720 85700560
224910960 105722160
256771010 301427500
84437000 89875200
83218120 80442300
91514950 285350950
133786900 43632700
122532860 80442300
102398280 40361900
94713280 85700560
49114090 74622180
40749010 87872240
51946560 68807650
44786400 95674550
47961470 58788150
33479300 285350950
138747280 268853100
131287200 182481090
134148860 178843400
266424000 53418600
265454900 55886820
265459090 61013970
265443050 74727400
228169110 106067220
263018190 71706650
267683320 85700560
246759540 277029250
244607570 272020770
257853800 89875200
248303550 95674550
255554440 75341720
235427260 80442300
250106200 54311200
250389680 65211580
259490040 55886820
259548200 53418600
256464000 53418600
255038370 55886820
252779800 53418600
204722920 268853100
225317390 76436440
191225080 69093220
182950080 81895440
214425710 268853100
224501080 282474800
171681400 87899400
173874660 81895440
193696100 80442300
171757880 74622180
211867800 53418600
217477270 71684330
217613490 71684330
198654940 71684330
193509000 53418600
185261000 53418600
176577400 53418600
220208000 53418600
226727000 53418600
220567000 53418600
227891400 53418600
215102000 53418600
209332090 67964420
223559600 53418600
183948840 85700560
191218720 80835280
273224180 282474800
240184260 57803880
238956780 80442300
255185800 87899400
248486620 55886820
247167800 53418600
239538910 55886820
235710000 53418600
235011200 53418600
242989620 76932960
243126600 53418600
259913750 55482500
256565000 55482500
271433000 61013970
240495400 53418600
231975000 53418600
232044400 53418600
227447520 44804650
239146360 80442300
241672360 85700560
247616520 44804650
251409400 95674550
249709360 80442300
256905160 43632700
256348560 71750800
285332900 68807650
283099900 74622180
280526000 54311200
278365600 81895440
286647200 85700560
291194200 43632700
238012680 81895440
220171360 80442300
221804370 44804650
236700500 78717450
246248040 76436440
253205440 174667300
224809340 277933300
240035160 279963300
284647540 282474800
231471640 73586800
239043000 87899400
167736900 57803880
231682850 267821250
231748340 267987300
221601210 268237210
198496560 279963300
203196320 248070720
225452080 277933300
242529080 77085080
255512160 166372200
246006700 285350950
252123960 75341720
265811200 85700560
265939600 81895440
259385900 69093220
217108560 71750800
189647360 80442300
118347360 80442300
140377520 87872240
211903760 65346810
211293480 65563780
212283900 44804650
211704900 69093220
210913600 81895440
212968200 85700560
212861900 57803880
196357520 44804650
210539400 89875200
199466320 106095280
99314120 150623400
143118250 285350950
130334390 282191420
95323700 285350950
168593500 162647650
171863500 95674550
158669460 284944700
108362220 284944700
198660430 87872240
88166680 80835280
150269400 89875200
155937300 75052600
125290480 85700560
25538190 10746350
79682170 72977950
10746350 25538190
71412600 166372200
22492600 87899400
19963620 44804650
39148490 284944700
33052520 72977950
18998240 85700560
7402800 87899400
219575360 85700560
213189980 72977950
161074530 44804650
211415130 284944700
129940650 128289270
80781230 284944700
225123230 284944700
24349120 71750800
64055470 74038480
68379400 89875200
29372600 87899400
20950670 284944700
137720160 81895440
69359050 69823720
234412440 71750800
234463820 81895440
20475360 81895440
150357110 284944700
289041310 251639310
338382600 283294640
265481000 237068000
182481090 131287200
178843400 134148860
302130320 75842800
301427500 256771010
266970720 225484060
204739110 250837110
250837110 204739110
225951860 271751860
271751860 225951860
255701720 204600720
204600720 255701720
268717400 309672880
311065840 264371260
264371260 311065840
309672880 268717400
268237210 221601210
263198680 279862340
279862340 263198680
267987300 231748340
267821250 231682850
77085080 242529080
150623400 99314120
248070720 203196320
69823720 69359050
68136250 209221250
44804650 161074530
43632700 291194200
40361900 102398280
65563780 211293480
65211580 250389680
65346810 211903760
172788080 172586080
175218700 175317700
70115580 253268900
68080800 253441400
68262430 208796510
71684330 198654940
68205100 253566000
67964420 209332090
79421700 218821300
55482500 256565000
55886820 239538910
53418600 232044400
61013970 271433000
76932960 242989620
74727400 265443050
162647650 168593500
105722160 224910960
128289270 129940650
106067220 228169110
106095280 199466320
166372200 71412600
174667300 253205440
74038480 64055470
73586800 231471640
78717450 236700500
54311200 280526000
68807650 285332900
57803880 212861900
92416340 209491680
71706650 263018190
85700560 219575360
80442300 118347360
81895440 212813560
95674550 171863500
75341720 252123960
89875200 68379400
89345390 274976350
80835280 88166680
76436440 246248040
69093220 211704900
58788150 47961470
71750800 234412440
72977950 213189980
75052600 155937300
87872240 198660430
87899400 29372600
74622180 283099900
75842800 277173320
282191420 130334390
282474800 284647540
277029250 246759540
278732300 213497300
272020770 244607570
277933300 225452080
279963300 198496560
284944700 150357110
277173320 75842800
275520200 75842800
277443600 75842800
287343600 75842800
282703360 75842800
280283240 75842800
279194240 75842800
287381720 75842800
285882600 75842800
273470520 75842800
268853100 214425710
285350950 95323700
290393360 75842800
285667880 75842800
280086600 75842800
end
